,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time
3536,3536,QSAR-TID-12868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0,0.25103116035461426
3537,3537,QSAR-TID-10649,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0,0.23000240325927734
3538,3538,QSAR-TID-220,1,62,active,Sparse_ARFF,,,,0.0,1026.0,274.0,0.0,0.0,1025.0,1.0,0.5039613246917725
3539,3539,QSAR-TID-10371,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0,0.43188047409057617
3540,3540,QSAR-TID-10081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,248.0,0.0,0.0,1025.0,1.0,0.45099663734436035
3541,3541,QSAR-TID-20007,1,62,active,Sparse_ARFF,,,,0.0,1026.0,694.0,0.0,0.0,1025.0,1.0,0.4890005588531494
3542,3542,QSAR-TID-11898,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0,0.3060028553009033
3543,3543,QSAR-TID-100868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0,0.2730379104614258
3544,3544,QSAR-TID-101032,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0,0.4189581871032715
3545,3545,QSAR-TID-10903,1,62,active,Sparse_ARFF,,,,0.0,1026.0,192.0,0.0,0.0,1025.0,1.0,0.4200010299682617
3546,3546,QSAR-TID-101473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0,0.3340270519256592
3547,3547,QSAR-TID-251,1,62,active,Sparse_ARFF,,,,0.0,1026.0,426.0,0.0,0.0,1025.0,1.0,0.3599705696105957
3548,3548,QSAR-TID-101340,1,62,active,Sparse_ARFF,,,,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0,0.4280357360839844
3549,3549,QSAR-TID-101521,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0,0.27397942543029785
3550,3550,QSAR-TID-11005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0,0.35500407218933105
3551,3551,QSAR-TID-12913,1,62,active,Sparse_ARFF,,,,0.0,1026.0,800.0,0.0,0.0,1025.0,1.0,0.42902588844299316
3552,3552,QSAR-TID-10872,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0,0.25797009468078613
3553,3553,QSAR-TID-11498,1,62,active,Sparse_ARFF,,,,0.0,1026.0,137.0,0.0,0.0,1025.0,1.0,0.3690314292907715
3554,3554,QSAR-TID-101273,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0,0.3829803466796875
3555,3555,QSAR-TID-12807,1,62,active,Sparse_ARFF,,,,0.0,1026.0,146.0,0.0,0.0,1025.0,1.0,0.3989856243133545
3556,3556,QSAR-TID-148,1,62,active,Sparse_ARFF,,,,0.0,1026.0,404.0,0.0,0.0,1025.0,1.0,0.5680370330810547
3558,3558,QSAR-TID-100826,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0,0.2989997863769531
3559,3559,QSAR-TID-10489,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0,0.3789656162261963
3560,3560,QSAR-TID-13067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,540.0,0.0,0.0,1025.0,1.0,0.6099972724914551
3561,3561,QSAR-TID-17034,1,62,active,Sparse_ARFF,,,,0.0,1026.0,116.0,0.0,0.0,1025.0,1.0,0.40700221061706543
3562,3562,QSAR-TID-102733,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0,0.37299633026123047
3563,3563,QSAR-TID-100789,1,62,active,Sparse_ARFF,,,,0.0,1026.0,676.0,0.0,0.0,1025.0,1.0,0.45744967460632324
3564,3564,QSAR-TID-20112,1,62,active,Sparse_ARFF,,,,0.0,1026.0,240.0,0.0,0.0,1025.0,1.0,0.4690077304840088
3565,3565,QSAR-TID-10304,1,62,active,Sparse_ARFF,,,,0.0,1026.0,992.0,0.0,0.0,1025.0,1.0,0.6349656581878662
3566,3566,QSAR-TID-12753,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0,0.3810000419616699
3567,3567,QSAR-TID-10044,1,62,active,Sparse_ARFF,,,,0.0,1026.0,939.0,0.0,0.0,1025.0,1.0,0.41899728775024414
3568,3568,QSAR-TID-30018,1,62,active,Sparse_ARFF,,,,0.0,1026.0,903.0,0.0,0.0,1025.0,1.0,0.43900251388549805
3569,3569,QSAR-TID-112,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0,0.5289981365203857
3570,3570,QSAR-TID-12971,1,62,active,Sparse_ARFF,,,,0.0,1026.0,188.0,0.0,0.0,1025.0,1.0,0.37200045585632324
3571,3571,QSAR-TID-10919,1,62,active,Sparse_ARFF,,,,0.0,1026.0,386.0,0.0,0.0,1025.0,1.0,0.3950004577636719
3572,3572,QSAR-TID-10960,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0,0.42699718475341797
3573,3573,QSAR-TID-20067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0,0.26300501823425293
3574,3574,QSAR-TID-10958,1,62,active,Sparse_ARFF,,,,0.0,1026.0,107.0,0.0,0.0,1025.0,1.0,0.3290548324584961
3575,3575,QSAR-TID-100579,1,62,active,Sparse_ARFF,,,,0.0,1026.0,564.0,0.0,0.0,1025.0,1.0,0.5790004730224609
3576,3576,QSAR-TID-100895,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0,0.5194506645202637
3577,3577,QSAR-TID-103446,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0,0.47513628005981445
3578,3578,QSAR-TID-262,1,62,active,Sparse_ARFF,,,,0.0,1026.0,429.0,0.0,0.0,1025.0,1.0,0.44196557998657227
3579,3579,QSAR-TID-12295,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0,0.5312032699584961
3580,3580,QSAR-TID-103140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0,0.46096348762512207
3581,3581,QSAR-TID-10580,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1926.0,0.0,0.0,1025.0,1.0,0.47100329399108887
3582,3582,QSAR-TID-10004,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0,0.30101919174194336
3583,3583,QSAR-TID-10477,1,62,active,Sparse_ARFF,,,,0.0,1026.0,682.0,0.0,0.0,1025.0,1.0,0.44751834869384766
3584,3584,QSAR-TID-12665,1,62,active,Sparse_ARFF,,,,0.0,1026.0,899.0,0.0,0.0,1025.0,1.0,0.4210689067840576
3585,3585,QSAR-TID-11534,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1703.0,0.0,0.0,1025.0,1.0,0.5479707717895508
3586,3586,QSAR-TID-104390,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0,0.4434022903442383
3587,3587,QSAR-TID-101183,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0,0.5020983219146729
3588,3588,QSAR-TID-11873,1,62,active,Sparse_ARFF,,,,0.0,1026.0,115.0,0.0,0.0,1025.0,1.0,0.5903513431549072
3589,3589,QSAR-TID-100186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,360.0,0.0,0.0,1025.0,1.0,0.6803371906280518
3590,3590,QSAR-TID-17115,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0,0.410538911819458
3591,3591,QSAR-TID-101204,1,62,active,Sparse_ARFF,,,,0.0,1026.0,75.0,0.0,0.0,1025.0,1.0,0.5643079280853271
3592,3592,QSAR-TID-12077,1,62,active,Sparse_ARFF,,,,0.0,1026.0,53.0,0.0,0.0,1025.0,1.0,0.4619905948638916
3593,3593,QSAR-TID-11113,1,62,active,Sparse_ARFF,,,,0.0,1026.0,94.0,0.0,0.0,1025.0,1.0,0.4703853130340576
3594,3594,QSAR-TID-11056,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0,0.45299243927001953
3595,3595,QSAR-TID-102576,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0,0.40202951431274414
3596,3596,QSAR-TID-10438,1,62,active,Sparse_ARFF,,,,0.0,1026.0,565.0,0.0,0.0,1025.0,1.0,0.6160049438476562
3597,3597,QSAR-TID-143,1,62,active,Sparse_ARFF,,,,0.0,1026.0,393.0,0.0,0.0,1025.0,1.0,0.5300025939941406
3598,3598,QSAR-TID-10439,1,62,active,Sparse_ARFF,,,,0.0,1026.0,149.0,0.0,0.0,1025.0,1.0,0.48397207260131836
3599,3599,QSAR-TID-101349,1,62,active,Sparse_ARFF,,,,0.0,1026.0,652.0,0.0,0.0,1025.0,1.0,0.6349871158599854
3600,3600,QSAR-TID-10956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0,0.44901061058044434
3601,3601,QSAR-TID-13000,1,62,active,Sparse_ARFF,,,,0.0,1026.0,3459.0,0.0,0.0,1025.0,1.0,0.6719892024993896
3602,3602,QSAR-TID-100853,1,62,active,Sparse_ARFF,,,,0.0,1026.0,76.0,0.0,0.0,1025.0,1.0,0.47500085830688477
3603,3603,QSAR-TID-10614,1,62,active,Sparse_ARFF,,,,0.0,1026.0,246.0,0.0,0.0,1025.0,1.0,0.3390011787414551
3604,3604,QSAR-TID-8,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1739.0,0.0,0.0,1025.0,1.0,0.41202664375305176
3605,3605,QSAR-TID-10527,1,62,active,Sparse_ARFF,,,,0.0,1026.0,294.0,0.0,0.0,1025.0,1.0,0.39296817779541016
3606,3606,QSAR-TID-38,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0,0.3480339050292969
3607,3607,QSAR-TID-10300,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0,0.24998736381530762
3608,3608,QSAR-TID-11141,1,62,active,Sparse_ARFF,,,,0.0,1026.0,38.0,0.0,0.0,1025.0,1.0,0.40097737312316895
3609,3609,QSAR-TID-11019,1,62,active,Sparse_ARFF,,,,0.0,1026.0,592.0,0.0,0.0,1025.0,1.0,0.49503040313720703
3610,3610,QSAR-TID-102678,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0,0.39996790885925293
3611,3611,QSAR-TID-124,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1745.0,0.0,0.0,1025.0,1.0,0.5690057277679443
3612,3612,QSAR-TID-11409,1,62,active,Sparse_ARFF,,,,0.0,1026.0,927.0,0.0,0.0,1025.0,1.0,0.6029946804046631
3613,3613,QSAR-TID-10505,1,62,active,Sparse_ARFF,,,,0.0,1026.0,64.0,0.0,0.0,1025.0,1.0,0.3522951602935791
3614,3614,QSAR-TID-20166,1,62,active,Sparse_ARFF,,,,0.0,1026.0,561.0,0.0,0.0,1025.0,1.0,0.46570825576782227
3615,3615,QSAR-TID-12832,1,62,active,Sparse_ARFF,,,,0.0,1026.0,478.0,0.0,0.0,1025.0,1.0,0.4670426845550537
3616,3616,QSAR-TID-105,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1251.0,0.0,0.0,1025.0,1.0,0.4849531650543213
3617,3617,QSAR-TID-103095,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0,0.41899752616882324
3618,3618,QSAR-TID-12512,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2866.0,0.0,0.0,1025.0,1.0,0.4990229606628418
3619,3619,QSAR-TID-11006,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0,0.5489804744720459
3620,3620,QSAR-TID-102840,1,62,active,Sparse_ARFF,,,,0.0,1026.0,18.0,0.0,0.0,1025.0,1.0,0.33699750900268555
3621,3621,QSAR-TID-30016,1,62,active,Sparse_ARFF,,,,0.0,1026.0,97.0,0.0,0.0,1025.0,1.0,0.3885531425476074
3622,3622,QSAR-TID-100872,1,62,active,Sparse_ARFF,,,,0.0,1026.0,533.0,0.0,0.0,1025.0,1.0,0.44399404525756836
3623,3623,QSAR-TID-101433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0,0.42302942276000977
3624,3624,QSAR-TID-101220,1,62,active,Sparse_ARFF,,,,0.0,1026.0,709.0,0.0,0.0,1025.0,1.0,0.3970057964324951
3625,3625,QSAR-TID-11000,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0,0.28800129890441895
3626,3626,QSAR-TID-103437,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0,0.40099525451660156
3627,3627,QSAR-TID-100942,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0,0.2729685306549072
3628,3628,QSAR-TID-12294,1,62,active,Sparse_ARFF,,,,0.0,1026.0,290.0,0.0,0.0,1025.0,1.0,0.3550291061401367
3629,3629,QSAR-TID-100917,1,62,active,Sparse_ARFF,,,,0.0,1026.0,122.0,0.0,0.0,1025.0,1.0,0.39700818061828613
3630,3630,QSAR-TID-101281,1,62,active,Sparse_ARFF,,,,0.0,1026.0,670.0,0.0,0.0,1025.0,1.0,0.3869595527648926
3631,3631,QSAR-TID-12719,1,62,active,Sparse_ARFF,,,,0.0,1026.0,54.0,0.0,0.0,1025.0,1.0,0.3050227165222168
3632,3632,QSAR-TID-10928,1,62,active,Sparse_ARFF,,,,0.0,1026.0,125.0,0.0,0.0,1025.0,1.0,0.4239780902862549
3633,3633,QSAR-TID-100452,1,62,active,Sparse_ARFF,,,,0.0,1026.0,46.0,0.0,0.0,1025.0,1.0,0.32103419303894043
3634,3634,QSAR-TID-105654,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0,0.2709689140319824
3635,3635,QSAR-TID-102473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0,0.4700343608856201
3636,3636,QSAR-TID-101036,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0,0.28099727630615234
3637,3637,QSAR-TID-11617,1,62,active,Sparse_ARFF,,,,0.0,1026.0,309.0,0.0,0.0,1025.0,1.0,0.48296666145324707
3638,3638,QSAR-TID-12037,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0,0.4040260314941406
3639,3639,QSAR-TID-12790,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0,0.36097121238708496
3640,3640,QSAR-TID-11260,1,62,active,Sparse_ARFF,,,,0.0,1026.0,149.0,0.0,0.0,1025.0,1.0,0.36103296279907227
3641,3641,QSAR-TID-11606,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0,0.2592604160308838
3642,3642,QSAR-TID-10586,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0,0.31400442123413086
3643,3643,QSAR-TID-102578,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0,0.2649972438812256
3644,3644,QSAR-TID-101610,1,62,active,Sparse_ARFF,,,,0.0,1026.0,145.0,0.0,0.0,1025.0,1.0,0.34999918937683105
3645,3645,QSAR-TID-102391,1,62,active,Sparse_ARFF,,,,0.0,1026.0,516.0,0.0,0.0,1025.0,1.0,0.46203017234802246
3646,3646,QSAR-TID-12202,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0,0.32400989532470703
3647,3647,QSAR-TID-19639,1,62,active,Sparse_ARFF,,,,0.0,1026.0,958.0,0.0,0.0,1025.0,1.0,0.4449903964996338
3648,3648,QSAR-TID-102580,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0,0.26798009872436523
3649,3649,QSAR-TID-30025,1,62,active,Sparse_ARFF,,,,0.0,1026.0,813.0,0.0,0.0,1025.0,1.0,0.48054051399230957
3650,3650,QSAR-TID-103726,1,62,active,Sparse_ARFF,,,,0.0,1026.0,348.0,0.0,0.0,1025.0,1.0,0.3539869785308838
3651,3651,QSAR-TID-11522,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1585.0,0.0,0.0,1025.0,1.0,0.514979362487793
3652,3652,QSAR-TID-100415,1,62,active,Sparse_ARFF,,,,0.0,1026.0,804.0,0.0,0.0,1025.0,1.0,0.5050346851348877
3653,3653,QSAR-TID-17052,1,62,active,Sparse_ARFF,,,,0.0,1026.0,55.0,0.0,0.0,1025.0,1.0,0.31400585174560547
3654,3654,QSAR-TID-100833,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0,0.39096570014953613
3655,3655,QSAR-TID-11720,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1027.0,0.0,0.0,1025.0,1.0,0.4649970531463623
3656,3656,QSAR-TID-99,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0,0.30706357955932617
3657,3657,QSAR-TID-12968,1,62,active,Sparse_ARFF,,,,0.0,1026.0,668.0,0.0,0.0,1025.0,1.0,0.3589944839477539
3658,3658,QSAR-TID-57,1,62,active,Sparse_ARFF,,,,0.0,1026.0,269.0,0.0,0.0,1025.0,1.0,0.3859739303588867
3659,3659,QSAR-TID-10403,1,62,active,Sparse_ARFF,,,,0.0,1026.0,935.0,0.0,0.0,1025.0,1.0,0.5010092258453369
3660,3660,QSAR-TID-101607,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0,0.35300111770629883
3661,3661,QSAR-TID-20137,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0,0.45463132858276367
3662,3662,QSAR-TID-101179,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0,0.40300536155700684
3663,3663,QSAR-TID-17033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,270.0,0.0,0.0,1025.0,1.0,0.4219934940338135
3664,3664,QSAR-TID-12013,1,62,active,Sparse_ARFF,,,,0.0,1026.0,200.0,0.0,0.0,1025.0,1.0,0.3856227397918701
3665,3665,QSAR-TID-19607,1,62,active,Sparse_ARFF,,,,0.0,1026.0,143.0,0.0,0.0,1025.0,1.0,0.32596778869628906
3666,3666,QSAR-TID-10971,1,62,active,Sparse_ARFF,,,,0.0,1026.0,108.0,0.0,0.0,1025.0,1.0,0.45400452613830566
3667,3667,QSAR-TID-10964,1,62,active,Sparse_ARFF,,,,0.0,1026.0,165.0,0.0,0.0,1025.0,1.0,0.37200307846069336
3668,3668,QSAR-TID-100071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,90.0,0.0,0.0,1025.0,1.0,0.35213303565979004
3669,3669,QSAR-TID-19624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0,0.36803388595581055
3670,3670,QSAR-TID-19907,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0,0.24199581146240234
3671,3671,QSAR-TID-30042,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0,0.44496607780456543
3672,3672,QSAR-TID-101404,1,62,active,Sparse_ARFF,,,,0.0,1026.0,121.0,0.0,0.0,1025.0,1.0,0.40103673934936523
3673,3673,QSAR-TID-12861,1,62,active,Sparse_ARFF,,,,0.0,1026.0,235.0,0.0,0.0,1025.0,1.0,0.33157801628112793
3674,3674,QSAR-TID-12635,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0,0.29297304153442383
3675,3675,QSAR-TID-10908,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0,0.30199742317199707
3676,3676,QSAR-TID-214,1,62,active,Sparse_ARFF,,,,0.0,1026.0,770.0,0.0,0.0,1025.0,1.0,0.438035249710083
3677,3677,QSAR-TID-11635,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1003.0,0.0,0.0,1025.0,1.0,0.43799853324890137
3678,3678,QSAR-TID-12469,1,62,active,Sparse_ARFF,,,,0.0,1026.0,102.0,0.0,0.0,1025.0,1.0,0.3405802249908447
3679,3679,QSAR-TID-101317,1,62,active,Sparse_ARFF,,,,0.0,1026.0,99.0,0.0,0.0,1025.0,1.0,0.3740367889404297
3680,3680,QSAR-TID-30006,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0,0.3639957904815674
3681,3681,QSAR-TID-12299,1,62,active,Sparse_ARFF,,,,0.0,1026.0,45.0,0.0,0.0,1025.0,1.0,0.3350105285644531
3682,3682,QSAR-TID-100790,1,62,active,Sparse_ARFF,,,,0.0,1026.0,170.0,0.0,0.0,1025.0,1.0,0.4100043773651123
3683,3683,QSAR-TID-18033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,137.0,0.0,0.0,1025.0,1.0,0.45499348640441895
3684,3684,QSAR-TID-10651,1,62,active,Sparse_ARFF,,,,0.0,1026.0,235.0,0.0,0.0,1025.0,1.0,0.33667492866516113
3685,3685,QSAR-TID-12214,1,62,active,Sparse_ARFF,,,,0.0,1026.0,330.0,0.0,0.0,1025.0,1.0,0.38500070571899414
3686,3686,QSAR-TID-10014,1,62,active,Sparse_ARFF,,,,0.0,1026.0,979.0,0.0,0.0,1025.0,1.0,0.4991767406463623
3687,3687,QSAR-TID-11281,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0,0.3090076446533203
3688,3688,QSAR-TID-11848,1,62,active,Sparse_ARFF,,,,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0,0.35695958137512207
3689,3689,QSAR-TID-10549,1,62,active,Sparse_ARFF,,,,0.0,1026.0,532.0,0.0,0.0,1025.0,1.0,0.4489271640777588
3690,3690,QSAR-TID-10008,1,62,active,Sparse_ARFF,,,,0.0,1026.0,189.0,0.0,0.0,1025.0,1.0,0.44496750831604004
3691,3691,QSAR-TID-10984,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0,0.2579953670501709
3692,3692,QSAR-TID-12679,1,62,active,Sparse_ARFF,,,,0.0,1026.0,337.0,0.0,0.0,1025.0,1.0,0.4131460189819336
3693,3693,QSAR-TID-11192,1,62,active,Sparse_ARFF,,,,0.0,1026.0,380.0,0.0,0.0,1025.0,1.0,0.41731786727905273
3694,3694,QSAR-TID-10466,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0,0.47647929191589355
3695,3695,QSAR-TID-30005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0,0.45326852798461914
3696,3696,QSAR-TID-11842,1,62,active,Sparse_ARFF,,,,0.0,1026.0,919.0,0.0,0.0,1025.0,1.0,0.43285584449768066
3697,3697,QSAR-TID-11629,1,62,active,Sparse_ARFF,,,,0.0,1026.0,688.0,0.0,0.0,1025.0,1.0,0.42898106575012207
3698,3698,QSAR-TID-12793,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0,0.3783233165740967
3699,3699,QSAR-TID-12947,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1287.0,0.0,0.0,1025.0,1.0,0.4797818660736084
3700,3700,QSAR-TID-10407,1,62,active,Sparse_ARFF,,,,0.0,1026.0,176.0,0.0,0.0,1025.0,1.0,0.3913426399230957
3701,3701,QSAR-TID-14070,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0,0.2872185707092285
3702,3702,QSAR-TID-101130,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0,0.38558387756347656
3703,3703,QSAR-TID-10441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,304.0,0.0,0.0,1025.0,1.0,0.41918110847473145
3704,3704,QSAR-TID-12720,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0,0.23496580123901367
3705,3705,QSAR-TID-12449,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0,0.40006041526794434
3706,3706,QSAR-TID-12956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0,0.30300045013427734
3707,3707,QSAR-TID-25,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1897.0,0.0,0.0,1025.0,1.0,0.5354442596435547
3708,3708,QSAR-TID-12919,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0,0.4168069362640381
3709,3709,QSAR-TID-102815,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0,0.40020155906677246
3710,3710,QSAR-TID-11188,1,62,active,Sparse_ARFF,,,,0.0,1026.0,39.0,0.0,0.0,1025.0,1.0,0.3199944496154785
3711,3711,QSAR-TID-10331,1,62,active,Sparse_ARFF,,,,0.0,1026.0,303.0,0.0,0.0,1025.0,1.0,0.3619990348815918
3712,3712,QSAR-TID-64,1,62,active,Sparse_ARFF,,,,0.0,1026.0,358.0,0.0,0.0,1025.0,1.0,0.3789999485015869
3713,3713,QSAR-TID-11752,1,62,active,Sparse_ARFF,,,,0.0,1026.0,985.0,0.0,0.0,1025.0,1.0,0.42003631591796875
3714,3714,QSAR-TID-11119,1,62,active,Sparse_ARFF,,,,0.0,1026.0,192.0,0.0,0.0,1025.0,1.0,0.3300051689147949
3715,3715,QSAR-TID-102927,1,62,active,Sparse_ARFF,,,,0.0,1026.0,212.0,0.0,0.0,1025.0,1.0,0.4335441589355469
3716,3716,QSAR-TID-30033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0,0.38700318336486816
3717,3717,QSAR-TID-103433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0,0.38385701179504395
3718,3718,QSAR-TID-30029,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0,0.3614354133605957
3719,3719,QSAR-TID-100052,1,62,active,Sparse_ARFF,,,,0.0,1026.0,26.0,0.0,0.0,1025.0,1.0,0.3040478229522705
3720,3720,QSAR-TID-17074,1,62,active,Sparse_ARFF,,,,0.0,1026.0,671.0,0.0,0.0,1025.0,1.0,0.4379725456237793
