,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time,first_time_1,OUT
3690,3690,QSAR-TID-10008,1,62,active,Sparse_ARFF,,,,0,1026,189,0,0,1025,1,0.564003706,0.444967508,FALSE
3691,3691,QSAR-TID-10984,1,62,active,Sparse_ARFF,,,,0,1026,20,0,0,1025,1,0.506993771,0.257995367,FALSE
3692,3692,QSAR-TID-12679,1,62,active,Sparse_ARFF,,,,0,1026,337,0,0,1025,1,0.60164547,0.413146019,FALSE
3693,3693,QSAR-TID-11192,1,62,active,Sparse_ARFF,,,,0,1026,380,0,0,1025,1,0.889873981,0.417317867,FALSE
3694,3694,QSAR-TID-10466,1,62,active,Sparse_ARFF,,,,0,1026,78,0,0,1025,1,0.53600049,0.476479292,FALSE
3695,3695,QSAR-TID-30005,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.652238131,0.453268528,FALSE
3696,3696,QSAR-TID-11842,1,62,active,Sparse_ARFF,,,,0,1026,919,0,0,1025,1,0.741027594,0.432855844,FALSE
3697,3697,QSAR-TID-11629,1,62,active,Sparse_ARFF,,,,0,1026,688,0,0,1025,1,0.723246813,0.428981066,FALSE
3698,3698,QSAR-TID-12793,1,62,active,Sparse_ARFF,,,,0,1026,85,0,0,1025,1,0.443005085,0.378323317,FALSE
3699,3699,QSAR-TID-12947,1,62,active,Sparse_ARFF,,,,0,1026,1287,0,0,1025,1,0.752347469,0.479781866,FALSE
3700,3700,QSAR-TID-10407,1,62,active,Sparse_ARFF,,,,0,1026,176,0,0,1025,1,0.535766125,0.39134264,FALSE
3701,3701,QSAR-TID-14070,1,62,active,Sparse_ARFF,,,,0,1026,33,0,0,1025,1,0.407933712,0.287218571,FALSE
3702,3702,QSAR-TID-101130,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.532433271,0.385583878,FALSE
3703,3703,QSAR-TID-10441,1,62,active,Sparse_ARFF,,,,0,1026,304,0,0,1025,1,0.541004658,0.419181108,FALSE
3704,3704,QSAR-TID-12720,1,62,active,Sparse_ARFF,,,,0,1026,21,0,0,1025,1,0.4410882,0.234965801,FALSE
3705,3705,QSAR-TID-12449,1,62,active,Sparse_ARFF,,,,0,1026,65,0,0,1025,1,0.445021868,0.400060415,FALSE
3706,3706,QSAR-TID-12956,1,62,active,Sparse_ARFF,,,,0,1026,33,0,0,1025,1,0.455913782,0.30300045,FALSE
3707,3707,QSAR-TID-25,1,62,active,Sparse_ARFF,,,,0,1026,1897,0,0,1025,1,0.785031796,0.53544426,FALSE
3708,3708,QSAR-TID-12919,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.525979757,0.416806936,FALSE
3709,3709,QSAR-TID-102815,1,62,active,Sparse_ARFF,,,,0,1026,34,0,0,1025,1,0.42303133,0.400201559,FALSE
3710,3710,QSAR-TID-11188,1,62,active,Sparse_ARFF,,,,0,1026,39,0,0,1025,1,0.560383797,0.31999445,FALSE
3711,3711,QSAR-TID-10331,1,62,active,Sparse_ARFF,,,,0,1026,303,0,0,1025,1,0.550996542,0.361999035,FALSE
3712,3712,QSAR-TID-64,1,62,active,Sparse_ARFF,,,,0,1026,358,0,0,1025,1,0.527997971,0.378999949,FALSE
3713,3713,QSAR-TID-11752,1,62,active,Sparse_ARFF,,,,0,1026,985,0,0,1025,1,0.733631134,0.420036316,FALSE
3714,3714,QSAR-TID-11119,1,62,active,Sparse_ARFF,,,,0,1026,192,0,0,1025,1,0.52502656,0.330005169,FALSE
3715,3715,QSAR-TID-102927,1,62,active,Sparse_ARFF,,,,0,1026,212,0,0,1025,1,0.48246479,0.433544159,FALSE
3716,3716,QSAR-TID-30033,1,62,active,Sparse_ARFF,,,,0,1026,84,0,0,1025,1,0.517086506,0.387003183,FALSE
3717,3717,QSAR-TID-103433,1,62,active,Sparse_ARFF,,,,0,1026,73,0,0,1025,1,0.495003223,0.383857012,FALSE
3718,3718,QSAR-TID-30029,1,62,active,Sparse_ARFF,,,,0,1026,82,0,0,1025,1,0.538071394,0.361435413,FALSE
3719,3719,QSAR-TID-100052,1,62,active,Sparse_ARFF,,,,0,1026,26,0,0,1025,1,0.664001703,0.304047823,FALSE
3720,3720,QSAR-TID-17074,1,62,active,Sparse_ARFF,,,,0,1026,671,0,0,1025,1,0.67269516,0.437972546,FALSE
3721,3721,QSAR-TID-11061,1,62,active,Sparse_ARFF,,,,0,1026,291,0,0,1025,1,0.679218531,0.624992609,FALSE
3722,3722,QSAR-TID-30003,1,62,active,Sparse_ARFF,,,,0,1026,778,0,0,1025,1,1.089243889,0.544031858,FALSE
3723,3723,QSAR-TID-10747,1,62,active,Sparse_ARFF,,,,0,1026,13,0,0,1025,1,0.448000669,0.343966722,FALSE
3724,3724,QSAR-TID-10679,1,62,active,Sparse_ARFF,,,,0,1026,262,0,0,1025,1,0.66317296,0.424002647,FALSE
3725,3725,QSAR-TID-10674,1,62,active,Sparse_ARFF,,,,0,1026,511,0,0,1025,1,0.824900389,0.420994997,FALSE
3726,3726,QSAR-TID-30046,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.606021881,0.401038408,FALSE
3727,3727,QSAR-TID-12076,1,62,active,Sparse_ARFF,,,,0,1026,512,0,0,1025,1,0.690046072,0.394902468,FALSE
3728,3728,QSAR-TID-11337,1,62,active,Sparse_ARFF,,,,0,1026,11,0,0,1025,1,0.404999256,0.313974857,FALSE
3729,3729,QSAR-TID-17063,1,62,active,Sparse_ARFF,,,,0,1026,48,0,0,1025,1,0.434301853,0.27680707,FALSE
3730,3730,QSAR-TID-11408,1,62,active,Sparse_ARFF,,,,0,1026,1211,0,0,1025,1,0.733859301,0.381726742,FALSE
3731,3731,QSAR-TID-43,1,62,active,Sparse_ARFF,,,,0,1026,1577,0,0,1025,1,0.774998665,0.404724121,FALSE
3732,3732,QSAR-TID-101405,1,62,active,Sparse_ARFF,,,,0,1026,117,0,0,1025,1,0.560265064,0.405687332,FALSE
3733,3733,QSAR-TID-11622,1,62,active,Sparse_ARFF,,,,0,1026,792,0,0,1025,1,0.627027988,0.378003597,FALSE
3734,3734,QSAR-TID-11569,1,62,active,Sparse_ARFF,,,,0,1026,120,0,0,1025,1,0.518951416,0.354958296,FALSE
3735,3735,QSAR-TID-11680,1,62,active,Sparse_ARFF,,,,0,1026,395,0,0,1025,1,0.605973005,0.426020384,FALSE
3736,3736,QSAR-TID-20129,1,62,active,Sparse_ARFF,,,,0,1026,17,0,0,1025,1,0.388024569,0.269140244,FALSE
3737,3737,QSAR-TID-101199,1,62,active,Sparse_ARFF,,,,0,1026,341,0,0,1025,1,0.540113926,0.333038092,FALSE
3738,3738,QSAR-TID-17089,1,62,active,Sparse_ARFF,,,,0,1026,17,0,0,1025,1,0.420994282,0.26599288,FALSE
3739,3739,QSAR-TID-12017,1,62,active,Sparse_ARFF,,,,0,1026,62,0,0,1025,1,0.436998367,0.288992167,FALSE
3740,3740,QSAR-TID-18025,1,62,active,Sparse_ARFF,,,,0,1026,21,0,0,1025,1,0.394119978,0.303972244,FALSE
3741,3741,QSAR-TID-11149,1,62,active,Sparse_ARFF,,,,0,1026,1521,0,0,1025,1,0.795084715,0.469010592,FALSE
3742,3742,QSAR-TID-30019,1,62,active,Sparse_ARFF,,,,0,1026,84,0,0,1025,1,0.575995922,0.375983715,FALSE
3743,3743,QSAR-TID-10078,1,62,active,Sparse_ARFF,,,,0,1026,55,0,0,1025,1,0.424148798,0.241036415,FALSE
3744,3744,QSAR-TID-104430,1,62,active,Sparse_ARFF,,,,0,1026,41,0,0,1025,1,0.402032137,0.268000364,FALSE
3745,3745,QSAR-TID-10684,1,62,active,Sparse_ARFF,,,,0,1026,122,0,0,1025,1,0.460623503,0.357990026,FALSE
3746,3746,QSAR-TID-10222,1,62,active,Sparse_ARFF,,,,0,1026,60,0,0,1025,1,0.444355249,0.308998585,FALSE
3747,3747,QSAR-TID-12226,1,62,active,Sparse_ARFF,,,,0,1026,665,0,0,1025,1,0.662961721,0.380995274,FALSE
3748,3748,QSAR-TID-12831,1,62,active,Sparse_ARFF,,,,0,1026,85,0,0,1025,1,0.49689436,0.289000511,FALSE
3749,3749,QSAR-TID-10529,1,62,active,Sparse_ARFF,,,,0,1026,2578,0,0,1025,1,0.98717618,0.406029463,FALSE
3750,3750,QSAR-TID-119,1,62,active,Sparse_ARFF,,,,0,1026,15,0,0,1025,1,0.3986485,0.25546217,FALSE
3751,3751,QSAR-TID-100613,1,62,active,Sparse_ARFF,,,,0,1026,51,0,0,1025,1,0.461946249,0.271039486,FALSE
3752,3752,QSAR-TID-248,1,62,active,Sparse_ARFF,,,,0,1026,923,0,0,1025,1,0.684991121,0.432006598,FALSE
3753,3753,QSAR-TID-10436,1,62,active,Sparse_ARFF,,,,0,1026,143,0,0,1025,1,0.483710051,0.336961031,FALSE
3754,3754,QSAR-TID-11615,1,62,active,Sparse_ARFF,,,,0,1026,37,0,0,1025,1,0.386996746,0.262999535,FALSE
3755,3755,QSAR-TID-10542,1,62,active,Sparse_ARFF,,,,0,1026,351,0,0,1025,1,0.555000067,0.34903574,FALSE
3756,3756,QSAR-TID-102399,1,62,active,Sparse_ARFF,,,,0,1026,82,0,0,1025,1,0.519167185,0.382429123,FALSE
3757,3757,QSAR-TID-11639,1,62,active,Sparse_ARFF,,,,0,1026,201,0,0,1025,1,0.559004068,0.400583744,FALSE
3758,3758,QSAR-TID-20128,1,62,active,Sparse_ARFF,,,,0,1026,100,0,0,1025,1,0.451125383,0.358975172,FALSE
3759,3759,QSAR-TID-69,1,62,active,Sparse_ARFF,,,,0,1026,569,0,0,1025,1,0.608593225,0.407022238,FALSE
3760,3760,QSAR-TID-117,1,62,active,Sparse_ARFF,,,,0,1026,818,0,0,1025,1,0.680033922,0.38200736,FALSE
3761,3761,QSAR-TID-11536,1,62,active,Sparse_ARFF,,,,0,1026,1306,0,0,1025,1,0.794528246,0.391102314,FALSE
3762,3762,QSAR-TID-10889,1,62,active,Sparse_ARFF,,,,0,1026,14,0,0,1025,1,0.437995911,0.279966831,FALSE
3763,3763,QSAR-TID-10677,1,62,active,Sparse_ARFF,,,,0,1026,59,0,0,1025,1,0.448370695,0.290612698,FALSE
3764,3764,QSAR-TID-30026,1,62,active,Sparse_ARFF,,,,0,1026,553,0,0,1025,1,0.575759649,0.363730192,FALSE
3765,3765,QSAR-TID-30013,1,62,active,Sparse_ARFF,,,,0,1026,244,0,0,1025,1,0.575003147,0.381047726,FALSE
3766,3766,QSAR-TID-11626,1,62,active,Sparse_ARFF,,,,0,1026,507,0,0,1025,1,0.669717312,0.357525587,FALSE
3767,3767,QSAR-TID-11843,1,62,active,Sparse_ARFF,,,,0,1026,84,0,0,1025,1,0.500534296,0.336005449,FALSE
3768,3768,QSAR-TID-10323,1,62,active,Sparse_ARFF,,,,0,1026,97,0,0,1025,1,0.44729495,0.297967196,FALSE
3769,3769,QSAR-TID-10579,1,62,active,Sparse_ARFF,,,,0,1026,388,0,0,1025,1,0.560864925,0.413784981,FALSE
3770,3770,QSAR-TID-103088,1,62,active,Sparse_ARFF,,,,0,1026,13,0,0,1025,1,0.409339666,0.253052235,FALSE
3771,3771,QSAR-TID-100098,1,62,active,Sparse_ARFF,,,,0,1026,472,0,0,1025,1,0.642713308,0.392983198,FALSE
3772,3772,QSAR-TID-12825,1,62,active,Sparse_ARFF,,,,0,1026,847,0,0,1025,1,0.67699337,0.39691782,FALSE
3773,3773,QSAR-TID-10613,1,62,active,Sparse_ARFF,,,,0,1026,247,0,0,1025,1,0.53899765,0.321030378,FALSE
3774,3774,QSAR-TID-11947,1,62,active,Sparse_ARFF,,,,0,1026,17,0,0,1025,1,0.407827854,0.256026983,FALSE
3775,3775,QSAR-TID-88,1,62,active,Sparse_ARFF,,,,0,1026,895,0,0,1025,1,0.680417538,0.435652971,FALSE
3776,3776,QSAR-TID-10131,1,62,active,Sparse_ARFF,,,,0,1026,1979,0,0,1025,1,0.836967707,0.451037884,FALSE
3777,3777,QSAR-TID-10235,1,62,active,Sparse_ARFF,,,,0,1026,93,0,0,1025,1,0.527441502,0.392962933,FALSE
3778,3778,QSAR-TID-11336,1,62,active,Sparse_ARFF,,,,0,1026,1199,0,0,1025,1,0.712001324,0.451835155,FALSE
3779,3779,QSAR-TID-10927,1,62,active,Sparse_ARFF,,,,0,1026,446,0,0,1025,1,0.562755823,0.382205725,FALSE
3780,3780,QSAR-TID-11926,1,62,active,Sparse_ARFF,,,,0,1026,756,0,0,1025,1,0.695972443,0.396642208,FALSE
3781,3781,QSAR-TID-20084,1,62,active,Sparse_ARFF,,,,0,1026,17,0,0,1025,1,0.459000587,0.247035503,FALSE
3782,3782,QSAR-TID-100429,1,62,active,Sparse_ARFF,,,,0,1026,45,0,0,1025,1,0.531023264,0.320785999,FALSE
3783,3783,QSAR-TID-128,1,62,active,Sparse_ARFF,,,,0,1026,1386,0,0,1025,1,0.703859091,0.397226334,FALSE
3784,3784,QSAR-TID-10711,1,62,active,Sparse_ARFF,,,,0,1026,66,0,0,1025,1,0.472604275,0.342001677,FALSE
3785,3785,QSAR-TID-100852,1,62,active,Sparse_ARFF,,,,0,1026,747,0,0,1025,1,0.668970585,0.445963621,FALSE
3786,3786,QSAR-TID-100633,1,62,active,Sparse_ARFF,,,,0,1026,37,0,0,1025,1,0.430039644,0.352447987,FALSE
3787,3787,QSAR-TID-11046,1,62,active,Sparse_ARFF,,,,0,1026,392,0,0,1025,1,0.614228249,0.391998529,FALSE
3788,3788,QSAR-TID-100126,1,62,active,Sparse_ARFF,,,,0,1026,747,0,0,1025,1,0.673643351,0.432884693,FALSE
3789,3789,QSAR-TID-13004,1,62,active,Sparse_ARFF,,,,0,1026,692,0,0,1025,1,0.638919115,0.359118938,FALSE
3790,3790,QSAR-TID-17080,1,62,active,Sparse_ARFF,,,,0,1026,1135,0,0,1025,1,0.696990967,0.443087816,FALSE
3791,3791,QSAR-TID-10564,1,62,active,Sparse_ARFF,,,,0,1026,32,0,0,1025,1,0.449271202,0.29703331,FALSE
3792,3792,QSAR-TID-11638,1,62,active,Sparse_ARFF,,,,0,1026,1180,0,0,1025,1,0.706222057,0.410969496,FALSE
3793,3793,QSAR-TID-12,1,62,active,Sparse_ARFF,,,,0,1026,927,0,0,1025,1,0.681555271,0.395723343,FALSE
3794,3794,QSAR-TID-10778,1,62,active,Sparse_ARFF,,,,0,1026,82,0,0,1025,1,0.552212477,0.374999523,FALSE
3795,3795,QSAR-TID-14073,1,62,active,Sparse_ARFF,,,,0,1026,27,0,0,1025,1,0.429033518,0.28450036,FALSE
3797,3797,QSAR-TID-11589,1,62,active,Sparse_ARFF,,,,0,1026,82,0,0,1025,1,0.425410032,0.312960148,FALSE
3798,3798,QSAR-TID-10486,1,62,active,Sparse_ARFF,,,,0,1026,57,0,0,1025,1,0.44898963,0.285003424,FALSE
3799,3799,QSAR-TID-10939,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.545003176,0.412940741,FALSE
3800,3800,QSAR-TID-104261,1,62,active,Sparse_ARFF,,,,0,1026,30,0,0,1025,1,0.407999039,0.294988632,FALSE
3801,3801,QSAR-TID-100845,1,62,active,Sparse_ARFF,,,,0,1026,836,0,0,1025,1,0.679960728,0.386999607,FALSE
3802,3802,QSAR-TID-12789,1,62,active,Sparse_ARFF,,,,0,1026,309,0,0,1025,1,0.630453348,0.354037046,FALSE
3803,3803,QSAR-TID-103435,1,62,active,Sparse_ARFF,,,,0,1026,73,0,0,1025,1,0.544959784,0.332993507,FALSE
3804,3804,QSAR-TID-11530,1,62,active,Sparse_ARFF,,,,0,1026,49,0,0,1025,1,0.413036346,0.290126085,FALSE
3805,3805,QSAR-TID-11685,1,62,active,Sparse_ARFF,,,,0,1026,154,0,0,1025,1,0.488963604,0.346686602,FALSE
3806,3806,QSAR-TID-101477,1,62,active,Sparse_ARFF,,,,0,1026,13,0,0,1025,1,0.415002108,0.26596117,FALSE
3807,3807,QSAR-TID-101465,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.51002717,0.371037006,FALSE
3808,3808,QSAR-TID-101417,1,62,active,Sparse_ARFF,,,,0,1026,14,0,0,1025,1,0.395287037,0.264622688,FALSE
3809,3809,QSAR-TID-11082,1,62,active,Sparse_ARFF,,,,0,1026,1695,0,0,1025,1,0.815858364,0.436982393,FALSE
3810,3810,QSAR-TID-12862,1,62,active,Sparse_ARFF,,,,0,1026,395,0,0,1025,1,0.531508923,0.447037935,FALSE
3811,3811,QSAR-TID-10885,1,62,active,Sparse_ARFF,,,,0,1026,937,0,0,1025,1,0.677984476,0.391961575,FALSE
3812,3812,QSAR-TID-50,1,62,active,Sparse_ARFF,,,,0,1026,1414,0,0,1025,1,0.751029968,0.427998543,FALSE
3813,3813,QSAR-TID-100412,1,62,active,Sparse_ARFF,,,,0,1026,906,0,0,1025,1,0.647057772,0.396030664,FALSE
3814,3814,QSAR-TID-12592,1,62,active,Sparse_ARFF,,,,0,1026,2615,0,0,1025,1,0.845968962,0.428023338,FALSE
3816,3816,QSAR-TID-12567,1,62,active,Sparse_ARFF,,,,0,1026,19,0,0,1025,1,0.415997744,0.244005919,FALSE
3817,3817,QSAR-TID-116,1,62,active,Sparse_ARFF,,,,0,1026,794,0,0,1025,1,0.663032293,0.392998219,FALSE
3818,3818,QSAR-TID-17049,1,62,active,Sparse_ARFF,,,,0,1026,54,0,0,1025,1,0.455997705,0.269215107,FALSE
3819,3819,QSAR-TID-11288,1,62,active,Sparse_ARFF,,,,0,1026,665,0,0,1025,1,0.646144867,0.361034393,FALSE
3820,3820,QSAR-TID-36,1,62,active,Sparse_ARFF,,,,0,1026,1731,0,0,1025,1,0.790742397,0.398829937,FALSE
3821,3821,QSAR-TID-100856,1,62,active,Sparse_ARFF,,,,0,1026,471,0,0,1025,1,0.630022049,0.371016264,FALSE
3822,3822,QSAR-TID-100861,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.447967768,0.286099911,FALSE
3823,3823,QSAR-TID-103,1,62,active,Sparse_ARFF,,,,0,1026,1194,0,0,1025,1,0.720170259,0.405960083,FALSE
3824,3824,QSAR-TID-10034,1,62,active,Sparse_ARFF,,,,0,1026,574,0,0,1025,1,0.620997906,0.374996424,FALSE
3825,3825,QSAR-TID-101612,1,62,active,Sparse_ARFF,,,,0,1026,91,0,0,1025,1,0.570964098,0.349038124,FALSE
3826,3826,QSAR-TID-100947,1,62,active,Sparse_ARFF,,,,0,1026,949,0,0,1025,1,0.720997095,0.400961637,FALSE
3827,3827,QSAR-TID-101191,1,62,active,Sparse_ARFF,,,,0,1026,74,0,0,1025,1,0.532381058,0.342997789,FALSE
3828,3828,QSAR-TID-100288,1,62,active,Sparse_ARFF,,,,0,1026,33,0,0,1025,1,0.419664621,0.247605085,FALSE
3829,3829,QSAR-TID-12566,1,62,active,Sparse_ARFF,,,,0,1026,298,0,0,1025,1,0.570083857,0.349018335,FALSE
3830,3830,QSAR-TID-101186,1,62,active,Sparse_ARFF,,,,0,1026,20,0,0,1025,1,0.415438414,0.3060112,FALSE
3831,3831,QSAR-TID-101048,1,62,active,Sparse_ARFF,,,,0,1026,74,0,0,1025,1,0.511029482,0.379823923,FALSE
3832,3832,QSAR-TID-102667,1,62,active,Sparse_ARFF,,,,0,1026,106,0,0,1025,1,0.509996176,0.368844032,FALSE
3833,3833,QSAR-TID-12898,1,62,active,Sparse_ARFF,,,,0,1026,12,0,0,1025,1,0.384070158,0.282633305,FALSE
3834,3834,QSAR-TID-12780,1,62,active,Sparse_ARFF,,,,0,1026,121,0,0,1025,1,0.562892914,0.356985807,FALSE
3835,3835,QSAR-TID-10003,1,62,active,Sparse_ARFF,,,,0,1026,1187,0,0,1025,1,0.722993135,0.381003141,FALSE
3836,3836,QSAR-TID-142,1,62,active,Sparse_ARFF,,,,0,1026,300,0,0,1025,1,0.561002731,0.407030344,FALSE
3837,3837,QSAR-TID-12023,1,62,active,Sparse_ARFF,,,,0,1026,283,0,0,1025,1,0.52093482,0.354727507,FALSE
3838,3838,QSAR-TID-10216,1,62,active,Sparse_ARFF,,,,0,1026,864,0,0,1025,1,0.617066622,0.419499874,FALSE
3839,3839,QSAR-TID-11089,1,62,active,Sparse_ARFF,,,,0,1026,28,0,0,1025,1,0.432961702,0.293995857,FALSE
3840,3840,QSAR-TID-10959,1,62,active,Sparse_ARFF,,,,0,1026,90,0,0,1025,1,0.442000151,0.305033922,FALSE
3841,3841,QSAR-TID-11678,1,62,active,Sparse_ARFF,,,,0,1026,2577,0,0,1025,1,0.891031265,0.388962984,FALSE
3842,3842,QSAR-TID-12413,1,62,active,Sparse_ARFF,,,,0,1026,60,0,0,1025,1,0.496108055,0.28995347,FALSE
3843,3843,QSAR-TID-10811,1,62,active,Sparse_ARFF,,,,0,1026,1480,0,0,1025,1,0.822330952,0.432828665,FALSE
3844,3844,QSAR-TID-12347,1,62,active,Sparse_ARFF,,,,0,1026,16,0,0,1025,1,0.471599102,0.242237568,FALSE
3845,3845,QSAR-TID-30034,1,62,active,Sparse_ARFF,,,,0,1026,162,0,0,1025,1,0.691996574,0.347181559,FALSE
3846,3846,QSAR-TID-103780,1,62,active,Sparse_ARFF,,,,0,1026,12,0,0,1025,1,0.43100214,0.253977776,FALSE
3847,3847,QSAR-TID-11736,1,62,active,Sparse_ARFF,,,,0,1026,1649,0,0,1025,1,0.864994764,0.376969814,FALSE
3848,3848,QSAR-TID-11929,1,62,active,Sparse_ARFF,,,,0,1026,29,0,0,1025,1,0.419035435,0.254793167,FALSE
3849,3849,QSAR-TID-11407,1,62,active,Sparse_ARFF,,,,0,1026,1488,0,0,1025,1,0.959960699,0.370142937,FALSE
3850,3850,QSAR-TID-10140,1,62,active,Sparse_ARFF,,,,0,1026,2615,0,0,1025,1,1.004034042,0.425080061,FALSE
3851,3851,QSAR-TID-10809,1,62,active,Sparse_ARFF,,,,0,1026,573,0,0,1025,1,0.687966585,0.379421473,FALSE
3852,3852,QSAR-TID-101131,1,62,active,Sparse_ARFF,,,,0,1026,929,0,0,1025,1,0.837584734,0.402967215,FALSE
3853,3853,QSAR-TID-10462,1,62,active,Sparse_ARFF,,,,0,1026,19,0,0,1025,1,0.473995447,0.28124547,FALSE
3854,3854,QSAR-TID-11262,1,62,active,Sparse_ARFF,,,,0,1026,21,0,0,1025,1,0.450999975,0.2621696,FALSE
3855,3855,QSAR-TID-237,1,62,active,Sparse_ARFF,,,,0,1026,510,0,0,1025,1,0.657082558,0.386883497,FALSE
3856,3856,QSAR-TID-30040,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.592002869,0.415038586,FALSE
3857,3857,QSAR-TID-10617,1,62,active,Sparse_ARFF,,,,0,1026,226,0,0,1025,1,0.580967188,0.340960741,FALSE
3858,3858,QSAR-TID-101078,1,62,active,Sparse_ARFF,,,,0,1026,80,0,0,1025,1,0.70699954,0.36299777,FALSE
3859,3859,QSAR-TID-125,1,62,active,Sparse_ARFF,,,,0,1026,1425,0,0,1025,1,0.72702837,0.422036409,FALSE
3860,3860,QSAR-TID-10283,1,62,active,Sparse_ARFF,,,,0,1026,17,0,0,1025,1,0.409994602,0.231518745,FALSE
3861,3861,QSAR-TID-100850,1,62,active,Sparse_ARFF,,,,0,1026,84,0,0,1025,1,0.501971245,0.417471647,FALSE
3862,3862,QSAR-TID-10624,1,62,active,Sparse_ARFF,,,,0,1026,466,0,0,1025,1,0.60003233,0.702004671,TRUE
3863,3863,QSAR-TID-238,1,62,active,Sparse_ARFF,,,,0,1026,1358,0,0,1025,1,0.722500324,0.460030317,FALSE
3864,3864,QSAR-TID-11280,1,62,active,Sparse_ARFF,,,,0,1026,1584,0,0,1025,1,0.720026731,0.404193401,FALSE
3865,3865,QSAR-TID-100287,1,62,active,Sparse_ARFF,,,,0,1026,21,0,0,1025,1,0.427168369,0.273011923,FALSE
3866,3866,QSAR-TID-101553,1,62,active,Sparse_ARFF,,,,0,1026,80,0,0,1025,1,0.553967953,0.376714468,FALSE
3867,3867,QSAR-TID-11562,1,62,active,Sparse_ARFF,,,,0,1026,492,0,0,1025,1,0.58199811,0.377004623,FALSE
3868,3868,QSAR-TID-30031,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.506998062,0.377036333,FALSE
3869,3869,QSAR-TID-12806,1,62,active,Sparse_ARFF,,,,0,1026,301,0,0,1025,1,0.543377399,0.407976627,FALSE
3870,3870,QSAR-TID-10983,1,62,active,Sparse_ARFF,,,,0,1026,119,0,0,1025,1,0.495859623,0.38401556,FALSE
3871,3871,QSAR-TID-100931,1,62,active,Sparse_ARFF,,,,0,1026,110,0,0,1025,1,0.660511017,0.41263938,FALSE
3872,3872,QSAR-TID-107,1,62,active,Sparse_ARFF,,,,0,1026,2778,0,0,1025,1,1.024226665,0.524032116,FALSE
3873,3873,QSAR-TID-11107,1,62,active,Sparse_ARFF,,,,0,1026,85,0,0,1025,1,0.484997749,0.32271719,FALSE
3874,3874,QSAR-TID-11290,1,62,active,Sparse_ARFF,,,,0,1026,1171,0,0,1025,1,0.737038612,0.417000771,FALSE
3875,3875,QSAR-TID-188,1,62,active,Sparse_ARFF,,,,0,1026,2230,0,0,1025,1,0.92417407,0.403095722,FALSE
3876,3876,QSAR-TID-103469,1,62,active,Sparse_ARFF,,,,0,1026,23,0,0,1025,1,0.450534821,0.283960342,FALSE
3877,3877,QSAR-TID-10626,1,62,active,Sparse_ARFF,,,,0,1026,24,0,0,1025,1,0.426121473,0.261000872,FALSE
3878,3878,QSAR-TID-10026,1,62,active,Sparse_ARFF,,,,0,1026,621,0,0,1025,1,0.595033407,0.347163916,FALSE
3879,3879,QSAR-TID-11426,1,62,active,Sparse_ARFF,,,,0,1026,307,0,0,1025,1,0.627949715,0.390997171,FALSE
3880,3880,QSAR-TID-12114,1,62,active,Sparse_ARFF,,,,0,1026,131,0,0,1025,1,0.533008099,0.369002104,FALSE
3881,3881,QSAR-TID-10961,1,62,active,Sparse_ARFF,,,,0,1026,176,0,0,1025,1,0.494508266,0.366121769,FALSE
3882,3882,QSAR-TID-11298,1,62,active,Sparse_ARFF,,,,0,1026,65,0,0,1025,1,0.445656538,0.294841051,FALSE
3883,3883,QSAR-TID-11090,1,62,active,Sparse_ARFF,,,,0,1026,19,0,0,1025,1,0.572966099,0.311083078,FALSE
3884,3884,QSAR-TID-103081,1,62,active,Sparse_ARFF,,,,0,1026,43,0,0,1025,1,0.576005459,0.258998632,FALSE
3885,3885,QSAR-TID-12247,1,62,active,Sparse_ARFF,,,,0,1026,1403,0,0,1025,1,0.990990639,0.421017885,FALSE
3886,3886,QSAR-TID-95,1,62,active,Sparse_ARFF,,,,0,1026,31,0,0,1025,1,0.578105927,0.303646088,FALSE
3887,3887,QSAR-TID-12243,1,62,active,Sparse_ARFF,,,,0,1026,29,0,0,1025,1,0.517119646,0.237821817,FALSE
3888,3888,QSAR-TID-11968,1,62,active,Sparse_ARFF,,,,0,1026,338,0,0,1025,1,0.697998524,0.345270157,FALSE
3889,3889,QSAR-TID-12659,1,62,active,Sparse_ARFF,,,,0,1026,577,0,0,1025,1,0.676001072,0.396008015,FALSE
3890,3890,QSAR-TID-103584,1,62,active,Sparse_ARFF,,,,0,1026,30,0,0,1025,1,0.494997025,0.25737071,FALSE
3891,3891,QSAR-TID-10351,1,62,active,Sparse_ARFF,,,,0,1026,13,0,0,1025,1,0.448999643,0.272374392,FALSE
